Car Name,Car Price,Car Mileage,Fuel Consumption,Phone Number,Payment,Address
Ford Bronco Sport,"$50,135 ",New,9.3 City / 8.4 Highway,(905) 632-6252,$372/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$61,085 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$372/bi-weekly,Available at Go Terrace Ford Lincoln
Ram 1500 Classic,"$37,497 ","94,100 km",16.2 City / 11.6 Highway,(905) 632-6252,$303/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Expedition,"$111,145 ",New,14.7 City / 10.6 Highway,(905) 632-6252,$811/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang Mach-E,"$60,040 ",New,No Information Found,(905) 632-6252,$424/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$49,144 ",New,11.1 City / 9 Highway,(905) 632-6252,$352/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$74,155 ",New,12.8 City / 10 Highway,(905) 632-6252,$452/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150 Lightning,"$113,505 ",New,No Information Found,(905) 632-6252,$764/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$77,775 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$537/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Ranger,"$46,997 ","44,200 km",No Information Found,(905) 632-6252,$337/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$53,625 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$338/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Navigator L,"$132,245 ",New,15.2 City / 10.8 Highway,(905) 632-6252,"$1,083/bi-weekly",Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$83,525 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$560/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang,"$46,695 ",New,10.8 City / 7.1 Highway,(905) 632-6252,$309/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$53,625 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$338/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Navigator L,"$132,245 ",New,15.2 City / 10.8 Highway,(905) 632-6252,"$1,083/bi-weekly",Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$83,525 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$560/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Mustang,"$46,695 ",New,10.8 City / 7.1 Highway,(905) 632-6252,$309/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Nautilus,"$48,997 ","27,700 km",12.5 City / 9.2 Highway,(905) 632-6252,$396/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$34,997 ","50,600 km",11.4 City / 8.3 Highway,(905) 632-6252,$283/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$60,145 ",New,12.6 City / 9.2 Highway,(905) 632-6252,$379/bi-weekly,Available at Go Terrace Ford Lincoln
Mercedes-Benz CLS,"$30,997 ","112,000 km",12.2 City / 8.8 Highway,(905) 632-6252,$290/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Explorer,"$62,145 ",New,11.6 City / 8.7 Highway,(905) 632-6252,$412/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco,"$60,730 ",New,12.1 City / 11.1 Highway,(905) 632-6252,$436/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$76,530 ",New,12.8 City / 10 Highway,(905) 632-6252,$466/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$75,850 ",New,12.8 City / 10 Highway,(905) 632-6252,$462/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$85,975 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$594/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Explorer,"$73,140 ",New,13.4 City / 9.8 Highway,(905) 632-6252,$484/bi-weekly,Available at Go Terrace Ford Lincoln
Jeep Grand Cherokee,"$37,997 ","67,000 km",16.7 City / 10.9 Highway,(905) 632-6252,$355/bi-weekly,Available at Go Terrace Ford Lincoln
Subaru Crosstrek,"$22,797 ","77,000 km",9.1 City / 7 Highway,(905) 632-6252,$213/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$58,520 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$357/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln MKX,"$18,497 ","156,000 km",14.1 City / 9.7 Highway,(905) 632-6252,$173/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$87,275 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$585/bi-weekly,Available at Go Terrace Ford Lincoln
Ford E-Transit Cargo Van,"$64,240 ",New,No Information Found,(905) 632-6252,$461/bi-weekly,Available at Go Terrace Ford Lincoln
Audi A4 Sedan,"$34,997 ","48,900 km",10 City / 7 Highway,(905) 632-6252,$327/bi-weekly,Available at Go Terrace Ford Lincoln
Acura MDX,"$23,994 ","122,000 km",12.7 City / 9.1 Highway,(905) 632-6252,$224/bi-weekly,Available at Go Terrace Ford Lincoln
Porsche Macan,"$77,797 ","63,000 km",13.5 City / 10.5 Highway,(905) 632-6252,$559/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$84,475 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$583/bi-weekly,Available at Go Terrace Ford Lincoln
Chevrolet Cruze,"$21,297 ","66,800 km",8 City / 5.9 Highway,(905) 632-6252,$199/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Navigator,"$128,745 ",New,15.2 City / 10.8 Highway,(905) 632-6252,"$1,055/bi-weekly",Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$85,025 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$587/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$71,997 ","1,810 km",13.5 City / 10.2 Highway,(905) 632-6252,$517/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$71,997 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$517/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$78,825 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$544/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$52,520 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$320/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$88,025 ","125,000 km",13.7 City / 9.7 Highway,(905) 632-6252,$590/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Escape,"$19,497 ",New,11.5 City / 8.7 Highway,(905) 632-6252,$182/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$62,505 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$381/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco,"$59,429 ",New,14.1 City / 14.1 Highway,(905) 632-6252,$426/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$41,355 ",New,9.3 City / 8.4 Highway,(905) 632-6252,$307/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Maverick,"$48,290 ",762 km,11.9 City / 9.9 Highway,(905) 632-6252,$352/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Explorer,"$52,997 ",New,11.6 City / 8.7 Highway,(905) 632-6252,$345/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$66,595 ","77,900 km",12.5 City / 10.7 Highway,(905) 632-6252,$406/bi-weekly,Available at Go Terrace Ford Lincoln
MINI 3 Door,"$18,497 ",New,8.7 City / 6.8 Highway,(905) 632-6252,$173/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$63,045 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$384/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$81,370 ",No Information Found,13.5 City / 10.2 Highway,(905) 632-6252,$513/bi-weekly,Available at Go Terrace Ford Lincoln
Ford EcoSport,"$23,797 ","81,000 km",10.2 City / 8.1 Highway,(905) 632-6252,$192/bi-weekly,Available at Go Terrace Ford Lincoln
Volkswagen Golf GTI,"$16,497 ","134,000 km",9.5 City / 7.2 Highway,(905) 632-6252,$154/bi-weekly,Available at Go Terrace Ford Lincoln
Kia Telluride,"$52,997 ","20,300 km",12.7 City / 9.7 Highway,(905) 632-6252,$381/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$77,410 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$519/bi-weekly,Available at Go Terrace Ford Lincoln
Acura RDX,"$44,997 ","69,400 km",11.3 City / 9.1 Highway,(905) 632-6252,$323/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$60,305 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$433/bi-weekly,Available at Go Terrace Ford Lincoln
Mercedes-Benz GLC,"$27,997 ","56,000 km",11.1 City / 8.5 Highway,(905) 632-6252,$262/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Nautilus,"$74,395 ",New,11.8 City / 9.4 Highway,(905) 632-6252,$506/bi-weekly,Available at Go Terrace Ford Lincoln
Honda Civic Sedan,"$28,997 ","57,200 km",8.2 City / 6.5 Highway,(905) 632-6252,$234/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$64,235 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$391/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$59,075 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$360/bi-weekly,Available at Go Terrace Ford Lincoln
Hyundai Elantra,"$19,897 ","85,600 km",10.7 City / 7.8 Highway,(905) 632-6252,$186/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$64,624 ",42 km,13.7 City / 9.7 Highway,(905) 632-6252,$464/bi-weekly,Available at Go Terrace Ford Lincoln
Kia Stinger,"$36,497 ","78,300 km",13.6 City / 9.6 Highway,(905) 632-6252,$262/bi-weekly,Available at Go Terrace Ford Lincoln
Nissan LEAF,"$20,997 ","92,300 km",No Information Found,(905) 632-6252,$196/bi-weekly,Available at Go Terrace Ford Lincoln
Volkswagen Golf R,"$39,997 ","48,000 km",11.4 City / 8.2 Highway,(905) 632-6252,$374/bi-weekly,Available at Go Terrace Ford Lincoln
Volkswagen Tiguan,"$27,997 ","70,200 km",11.1 City / 8.1 Highway,(905) 632-6252,$262/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$58,330 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$355/bi-weekly,Available at Go Terrace Ford Lincoln
Nissan Versa,Call for price,"218,000 km",No Information Found,(905) 632-6252,$378/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$62,005 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$285/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$45,295 ",New,11.5 City / 8.4 Highway,(905) 632-6252,No Information Found,Available at Go Terrace Ford Lincoln
Lincoln Navigator L,"$122,975 ",New,15.2 City / 10.8 Highway,(905) 632-6252,$966/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Bronco Sport,"$56,040 ",New,11.1 City / 9 Highway,(905) 632-6252,$415/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$46,195 ",New,No Information Found,(905) 632-6252,$291/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Transit Cargo Van,"$63,450 ",New,No Information Found,(905) 632-6252,$455/bi-weekly,Available at Go Terrace Ford Lincoln
Toyota RAV4,"$45,997 ",New,5.8 City / 6.3 Highway,(905) 632-6252,$330/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$81,025 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$559/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$63,305 ",New,12.5 City / 10.7 Highway,(905) 632-6252,$386/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$80,170 ",New,13.5 City / 10.2 Highway,(905) 632-6252,$505/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$63,865 ","57,700 km",12.5 City / 10.7 Highway,(905) 632-6252,$389/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$35,997 ",New,No Information Found,(905) 632-6252,$291/bi-weekly,Available at Go Terrace Ford Lincoln
Ford F-150,"$64,195 ","36,800 km",12.5 City / 10.7 Highway,(905) 632-6252,$391/bi-weekly,Available at Go Terrace Ford Lincoln
Nissan Kicks,"$22,997 ",New,7.7 City / 6.6 Highway,(905) 632-6252,$215/bi-weekly,Available at Go Terrace Ford Lincoln
Ford E-Transit Cargo Van,"$66,640 ",New,No Information Found,(905) 632-6252,$478/bi-weekly,Available at Go Terrace Ford Lincoln
Lincoln Aviator,"$86,460 ",New,13.7 City / 9.7 Highway,(905) 632-6252,$580/bi-weekly,Available at Go Terrace Ford Lincoln
Ford Edge,"$51,445 ",No Information Found,11.5 City / 8.4 Highway,(905) 632-6252,$324/bi-weekly,Available at Go Terrace Ford Lincoln
